"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"6680","Seymour Beauty Academy","Seymour","MO","65746-8743","www.SeymourBeautyAcademy.com","37.14678","-92.769771","NULL",3,"42","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6681","Protege Academy","East Lansing","MI","48823-8660","www.protegeacademy.com","42.7734","-84.485081","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6682","Colorado Academy of Veterinary Technology","Colorado Springs","CO","80906-4944","www.cavt.edu","38.794422","-104.789862","0.9091",3,"11","NULL",22979,"0","0","0","0","0","0","0","0","0","0","0","0"
"6683","Northeast Technical Institute","Scarborough","ME","04074-0000","www.ntinow.edu","43.60867","-70.315691","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6684","Salinas Beauty College Inc","Salinas","CA","93901-2405","salinasbeautycollege.com","36.66367","-121.657671","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6685","Academy for Salon Professionals","Santa Clara","CA","95050-4057","www.southbayacademyforsalonpros.com/","37.35176","-121.963421","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6686","Elite School of Cosmetology","Norwalk","OH","44857-2714","www.eliteschoolofcosmetology.com","41.23366","-82.608061","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6687","Paul Mitchell the School-Las Vegas","Las Vegas","NV","89123-8014","lasvegas.paulmitchell.edu/","36.01644","-115.117541","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6688","The Salon Professional Academy-Kokomo","Kokomo","IN","46901-6248","kokomotspa.com/","40.476481","-86.107597","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6689","Hair Academy","Montgomery","AL","36111-2201","www.thehairacademyllc.com","32.33743","-86.256891","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6690","Florida Academy","Fort Myers","FL","33966-1155","www.florida-academy.edu","26.608022","-81.823476","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6691","Institute for Doctoral Studies in the Visual Arts","Portland","ME","04102-0000","www.idsva.edu","43.65405","-70.272161","NULL",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6692","State Career College","Waukegan","IL","60085-5129","www.statecareercollege.edu","42.371","-87.870451","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6693","Academy for Salon Professionals","Canoga Park","CA","91304-2305","www.academyla.com/","34.22211","-118.605361","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6694","Paul Mitchell The School-Spokane","Spokane Valley","WA","99037-5041","spokane.paulmitchell.edu","47.65805","-117.199441","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6695","J Renee College","Elgin","IL","60123","www.JRenee.edu","42.07036","-88.289481","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6696","National Personal Training Institute of Colorado","Lakewood","CO","80401-3304","www.personaltraininginstitute.edu","39.74084","-105.154421","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6697","National Personal Training Institute of Colorado","Colorado Springs","CO","80918-5925","www.personaltraininginstitute.edu","38.89409","-104.754661","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6698","International College of Beauty Arts & Sciences","Los Angeles","CA","90039-1012","www.icbas.edu/","34.1473","-118.272687","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6699","The Salon Professional Academy-Shorewood","Shorewood","IL","60404-8789","www.thesalonprofessionalacademy.com/","41.540621","-88.203679","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6700","John Paul the Great Catholic University","Escondido","CA","92025","www.jpcatholic.com/","33.12085","-117.082401","0.875",2,"21","1086",41646,"0","0","0","0","0","0","0","0","0","0","1","0"
"6701","ITT Technical Institute-Durham","Durham","NC","27703","www.itt-tech.edu","35.91832","-78.843491","0.873",3,"12","NULL",28260,"0","0","0","1","0","0","0","0","0","0","1","0"
"6702","ITT Technical Institute-Hanover","Hanover","MD","21076-1577","www.itt-tech.edu","39.17127","-76.727461","0.8476",3,"21","NULL",28877,"0","0","0","1","0","0","0","0","0","0","1","0"
"6703","University of Phoenix-Mississippi","Flowood","MS","39232-8205","www.phoenix.edu","32.334319","-90.093047","NULL",3,"21","NULL",23300,"0","0","0","0","0","0","0","0","0","0","2","0"
"6704","Independence University","Salt Lake City","UT","84107","www.independence.edu","40.68428","-111.869981","NULL",2,"21","NULL",29464,"0","0","0","0","0","0","0","0","0","0","2","0"
"6705","National American University-Tulsa","Tulsa","OK","74133-8945","www.national.edu/locations/campuses/tulsa/","36.04691","-95.905051","NULL",3,"11","NULL",NA,"0","0","0","2","0","0","0","0","0","0","2","0"
"6706","National American University-Centennial","Centennial","CO","80122-3157","www.national.edu/locations/campuses/centennial/","39.56713","-104.960121","NULL",3,"21","NULL",NA,"0","0","0","2","0","0","0","0","0","0","2","0"
"6707","National American University-Lee's Summit","Lee's Summit","MO","64081-1425","www.national.edu/locations/campuses/lees-summit/","38.919799","-94.402699","NULL",3,"23","NULL",NA,"0","0","0","2","0","0","0","0","0","0","2","0"
"6708","National American University-Colorado Springs South","Colorado Springs","CO","80915-3612","www.national.edu/locations/campuses/colorado-springs-south/","38.84748","-104.722001","NULL",3,"11","NULL",21186,"0","0","0","2","0","0","0","0","0","0","2","0"
"6709","Globe University-Appleton","Grand Chute","WI","54914-0000","www.globeuniversity.edu/","44.263879","-88.482319","NULL",3,"22","NULL",24508,"0","0","0","0","0","0","0","0","0","0","1","0"
"6710","Salter College-Chicopee","Chicopee","MA","01020-3744","www.salter.edu","42.16075","-72.527701","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6711","Chamberlain College of Nursing-Missouri","St. Louis","MO","63146","www.chamberlain.edu","38.70204","-90.436061","0.5714",3,"21","NULL",24920,"0","0","0","0","0","0","0","0","0","0","0","0"
"6712","Chamberlain College of Nursing-Texas","Houston","TX","77041","www.chamberlain.edu","29.839013","-95.562002","0.8889",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6713","ITT Technical Institute-Oakland","Oakland","CA","94612","www.itt-tech.edu/npc","37.80414","-122.273311","0.8138",3,"11","NULL",28052,"0","0","0","1","0","0","0","0","0","0","1","0"
"6714","Continental School of Beauty Culture-Mattydale","Mattydale","NY","13211-1003","www.continentalnow.com/index.php","43.1063","-76.148481","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6715","Everest College-Bedford Park","Bedford Park","IL","60629-5819","www.everest.edu/campus/bedford_park","41.75753","-87.742821","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6716","Fortis College-Akron","Akron","OH","44310-0000","www.fortis.edu","41.10027","-81.477041","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6717","Carrington College-Pomona","Pomona","CA","91768-2642","www.carrington.edu","34.06302","-117.803681","0.9855",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6718","Regency Beauty Institute-Copperwood","Houston","TX","77084","www.regency.edu","29.87247","-95.645292","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6719","Regency Beauty Institute-Little Rock","Little Rock","AR","72205","www.regency.edu","34.730049","-92.394873","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6720","Regency Beauty Institute-Baltimore Golden Ring","Baltimore","MD","21237-0000","www.regency.edu","39.33644","-76.483121","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6721","Regency Beauty Institute-El Paso","El Paso","TX","79925-0000","www.regency.edu","31.760491","-106.354844","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6722","Regency Beauty Institute-Jacksonville Regency","Jacksonville","FL","32225","www.regency.edu","30.322366","-81.559023","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6723","Regency Beauty Institute-Knoxville","Knoxville","TN","37919","www.regency.edu","35.924458","-84.053731","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6724","Regency Beauty Institute-Fayetteville","Fayetteville","AR","72703","www.regency.edu","36.1264","-94.156211","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6725","Regency Beauty Institute-Lansing","Lansing","MI","48912","www.regency.edu","42.74168","-84.505191","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6726","Regency Beauty Institute-Jacksonville Orange Park","Orange Park","FL","32073","www.regency.edu","30.188102","-81.739514","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6727","Regency Beauty Institute-Crystal Lake","Crystal Lake","IL","60014","www.regency.edu","42.226173","-88.308162","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6728","Regency Beauty Institute-Manassas","Manassas","VA","20109","www.regency.edu","38.773435","-77.530871","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6729","Regency Beauty Institute-Castleton","Indianapolis","IN","46250-0000","www.regency.edu","39.90483","-86.065991","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6730","Regency Beauty Institute-North Nashville","Madison","TN","37115","www.regency.edu","36.307182","-86.685045","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6731","Regency Beauty Institute-Round Rock","Round Rock","TX","78681","www.regency.edu","30.48055","-97.684001","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6732","Regency Beauty Institute-Merrillville","Merrillville","IN","46410","www.regency.edu","41.468369","-87.310948","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6733","Regency Beauty Institute-Roanoke","Roanoke","VA","24012","www.regency.edu","37.31712","-79.956601","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6734","Regency Beauty Institute-Toledo","Holland","OH","43528","www.regency.edu","41.617342","-83.697837","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6735","Regency Beauty Institute-SW Houston","Houston","TX","77036","www.regency.edu","29.69022","-95.532761","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6736","Everest College-Atlanta West","Atlanta","GA","30331-2620","www.everest.edu/campus/atlanta_west","33.68828","-84.493331","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6737","Broadview University-Boise","Meridian","ID","83642-0000","www.broadviewuniversity.edu/","43.58943","-116.360151","NULL",3,"21","NULL",25194,"0","0","0","1","0","0","0","0","0","0","1","0"
"6738","Advanced Institute of Hair Design-Madison","Madison","WI","53715-1030","www.vicibeautyschool.com","43.072676","-89.399026","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6739","Paul Mitchell The School-Columbia","Columbia","SC","29201-3126","columbia.paulmitchell.edu","33.99799","-81.040121","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6740","Paul Mitchell The School-Charleston","North Charleston","SC","29418-6993","charleston.paulmitchell.edu","32.8746","-80.022641","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6741","Everest College-Melrose Park","Melrose Park","IL","60160-1526","www.everest.edu/campus/melrose_park","41.908264","-87.847178","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6742","Kenneth Shuler School of Cosmetology-Greenville","Greenville","SC","29611-7553","kennethshuler.com","34.788962","-82.483168","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6743","South University-Accelerated Graduate Programs","Atlanta","GA","30328-6773","www.southuniversity.edu/savannah/business-administration-degree-amba-215312.aspx","33.935215","-84.353522","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6744","South University-The Art Institute of Fort Worth","Fort Worth","TX","76116-4183","www.artinstitutes.edu/fort-worth/","32.73479","-97.438311","NULL",3,"11","NULL",29663,"0","0","0","1","0","0","0","0","0","0","1","0"
"6745","South University-Novi","Novi","MI","48377","southuniversity.edu","42.49522","-83.457501","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","1","0","1","0"
"6746","Northwest College-Eugene","Eugene","OR","97401-1715","www.nwcollege.edu","44.09207","-123.096891","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6747","Northwest College-Tualatin","Tualatin","OR","97062-9462","www.nwcollege.edu","45.382921","-122.762374","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6748","Harrison College-Morrisville","Morrisville","NC","27560-0000","harrison.edu","35.85968","-78.841171","1",3,"41","NULL",27819,"0","0","0","0","0","0","0","0","0","0","0","0"
"6749","Trend Setters' Academy of Beauty Culture-Louisville","Louisville","KY","40219-3805","www.trendsettersabc.com","38.13488","-85.684061","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6750","National University College-Caguas","Caguas","PR","00725-0000","www.nuc.edu","18.225575","-66.038026","0.8421",3,"13","NULL",13004,"0","0","0","0","0","0","0","0","0","0","0","0"
"6751","Beauty Schools of America","Miami Beach","FL","33139-6504","www.bsa.edu","25.77484","-80.138561","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6752","CET-Soledad","Soledad","CA","93960-2996","cetweb.org/index.php","36.412383","-121.316418","NULL",2,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6753","MarJon School of Beauty ltd-Lockport","Lockport","NY","14094-3702","www.marjonbeauty.com/","43.17038","-78.688721","NULL",3,"31","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6754","Houston Training Schools-Southwest","Houston","TX","77074-2007","houstontrainingschools.net","29.70789","-95.507201","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6755","Vanguard College of Cosmetology-Metairie","Metairie","LA","70002-4705","vanguard.paulmitchell.edu","30.00479","-90.163241","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6756","New England Tractor Trailer Training School of Massachusetts","North Andover","MA","01845-1048","www.nettts.com","42.73019","-71.116861","NULL",3,"21","NULL",15408,"0","0","0","0","0","0","0","0","0","0","0","0"
"6757","Heritage College-Columbus","Columbus","OH","43213","www.heritage-education.com","39.98265","-82.841521","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6758","Utah College of Massage Therapy-Vegas","Las Vegas","NV","89123-2069","www.steinered.com/","36.0411","-115.120471","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6759","Utah College of Massage Therapy-Tempe","Tempe","AZ","85282-4446","www.steinered.com/","33.392455","-111.961544","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6760","Utah College of Massage Therapy-Phoenix","Phoenix","AZ","85051-3470","www.steinered.com/","33.577302","-112.126739","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6761","Utah College of Massage Therapy-Westminster","Westminster","CO","80031-2921","www.steinered.com/","39.859212","-105.064843","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6762","Utah College of Massage Therapy-Aurora","Aurora","CO","80012-2523","www.steinered.com/","39.703905","-104.824276","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6763","Tint School of Makeup and Cosmetology-Grand Prairie","Grand Prairie","TX","75051-4804","tintschoolofmakeupandcosmetology.com/","32.708639","-97.000845","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6764","Dewey University-Hatillo","Hatillo","PR","00659-0000","dewey.edu","18.475864","-66.826426","NULL",2,"22","NULL",13214,"0","0","0","0","0","0","0","0","0","0","0","0"
"6765","Dewey University-Manati","Manati","PR","00674-0000","dewey.edu","18.447044","-66.465036","NULL",2,"21","NULL",12169,"0","0","0","0","0","0","0","0","0","0","0","0"
"6766","Baltimore School of Massage-York","York","PA","17402-8046","www.steinered.com/","40.083767","-76.768018","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6767","Allen School-Phoenix","Phoenix","AZ","85053-4064","www.allenschool.edu","33.62946","-112.117361","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6768","Oklahoma Technical College","Tulsa","OK","74145-1122","www.oklahomatechnicalcollege.com/","36.09865","-95.906151","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6769","Midwest Technical Institute-Moline","Moline","IL","61265-4421","www.midwesttech.edu","41.48967","-90.483631","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6770","Star Career Academy-Clifton","Clifton","NJ","07011-2248","www.starcareeracademy.com/location/clifton-campus/","40.87788","-74.14218","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
